RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
73,73,2025-12-10 04:17:58.0021099,1,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,1,S-1-5-18,Process creation,NT AUTHORITY\SYSTEM,,"ProcessID: 6412, ProcessGUID: 1111e010-f475-6938-7d01-000000000400",RuleName: -,"MD5=2210FE3B3E1B85A401749FACEF6E4958,SHA256=C41258FA588B650483DEE87057AA82F7B855EB257D3D25BE41F71E90C8CA9746,IMPHASH=3F53CAD1BAC93EE5AC20EA3E53FE8CD2",ParentProcess: C:\Windows\System32\svchost.exe,"ParentProcessID: 508, ParentProcessGUID: 1111e010-edfe-6938-1300-000000000400",ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p,"""C:\Windows\system32\dmclient.exe"" utcwnf",False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:17:57.999""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f475-6938-7d01-000000000400""},{""@Name"":""ProcessId"",""#text"":""6412""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\dmclient.exe""},{""@Name"":""FileVersion"",""#text"":""10.0.19041.1202 (WinBuild.160101.0800)""},{""@Name"":""Description"",""#text"":""Microsoft Feedback SIUF Deployment Manager Client""},{""@Name"":""Product"",""#text"":""Microsoft® Windows® Operating System""},{""@Name"":""Company"",""#text"":""Microsoft Corporation""},{""@Name"":""OriginalFileName"",""#text"":""dmclient.exe""},{""@Name"":""CommandLine"",""#text"":""\""C:\\Windows\\system32\\dmclient.exe\"" utcwnf""},{""@Name"":""CurrentDirectory"",""#text"":""C:\\Windows\\system32\\""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""},{""@Name"":""LogonGuid"",""#text"":""1111e010-edfe-6938-e703-000000000000""},{""@Name"":""LogonId"",""#text"":""0x3E7""},{""@Name"":""TerminalSessionId"",""#text"":""0""},{""@Name"":""IntegrityLevel"",""#text"":""System""},{""@Name"":""Hashes"",""#text"":""MD5=2210FE3B3E1B85A401749FACEF6E4958,SHA256=C41258FA588B650483DEE87057AA82F7B855EB257D3D25BE41F71E90C8CA9746,IMPHASH=3F53CAD1BAC93EE5AC20EA3E53FE8CD2""},{""@Name"":""ParentProcessGuid"",""#text"":""1111e010-edfe-6938-1300-000000000400""},{""@Name"":""ParentProcessId"",""#text"":""508""},{""@Name"":""ParentImage"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""ParentCommandLine"",""#text"":""C:\\Windows\\system32\\svchost.exe -k netsvcs -p""},{""@Name"":""ParentUser"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
74,74,2025-12-10 04:18:04.0002771,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,1,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-Path,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\notepad.exe|8a29d0c6d8c68f8e\LowerCaseLongPath,Details: c:\windows\system32\notepad.exe,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-Path""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:18:03.999""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\notepad.exe|8a29d0c6d8c68f8e\\LowerCaseLongPath""},{""@Name"":""Details"",""#text"":""c:\\windows\\system32\\notepad.exe""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
75,75,2025-12-10 04:18:04.0005581,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,1,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-Pub,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\notepad.exe|8a29d0c6d8c68f8e\Publisher,Details: microsoft corporation,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-Pub""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:18:03.999""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\notepad.exe|8a29d0c6d8c68f8e\\Publisher""},{""@Name"":""Details"",""#text"":""microsoft corporation""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
76,76,2025-12-10 04:18:04.0009619,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,1,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-CompileTimeClaim,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\notepad.exe|8a29d0c6d8c68f8e\LinkDate,Details: 12/03/2070 11:32:29,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-CompileTimeClaim""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:18:03.999""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\notepad.exe|8a29d0c6d8c68f8e\\LinkDate""},{""@Name"":""Details"",""#text"":""12/03/2070 11:32:29""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
77,77,2025-12-10 04:18:04.0011061,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,1,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-Ver,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\notepad.exe|8a29d0c6d8c68f8e\BinProductVersion,Details: 10.0.19041.1865,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-Ver""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:18:03.999""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\notepad.exe|8a29d0c6d8c68f8e\\BinProductVersion""},{""@Name"":""Details"",""#text"":""10.0.19041.1865""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
78,78,2025-12-10 04:18:15.4456097,22,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7184,DESKTOP-0S2K0MN,1,S-1-5-18,DNSEvent (DNS query),DESKTOP-0S2K0MN\abish,,"ProcessID: 3752, ProcessGUID: 1111e010-f01e-6938-ec00-000000000400",RuleName: -,Image: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\142.0.3595.94\msedgewebview2.exe,QueryName: wpad,QueryStatus: 14,QueryResults: -,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:18:14.440""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f01e-6938-ec00-000000000400""},{""@Name"":""ProcessId"",""#text"":""3752""},{""@Name"":""QueryName"",""#text"":""wpad""},{""@Name"":""QueryStatus"",""#text"":""14""},{""@Name"":""QueryResults"",""#text"":""-""},{""@Name"":""Image"",""#text"":""C:\\Program Files (x86)\\Microsoft\\EdgeWebView\\Application\\142.0.3595.94\\msedgewebview2.exe""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""}]}}"
79,79,2025-12-10 04:18:16.4589010,22,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7184,DESKTOP-0S2K0MN,1,S-1-5-18,DNSEvent (DNS query),DESKTOP-0S2K0MN\abish,,"ProcessID: 3752, ProcessGUID: 1111e010-f01e-6938-ec00-000000000400",RuleName: -,Image: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\142.0.3595.94\msedgewebview2.exe,QueryName: wpad,QueryStatus: 14,QueryResults: -,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:18:14.698""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f01e-6938-ec00-000000000400""},{""@Name"":""ProcessId"",""#text"":""3752""},{""@Name"":""QueryName"",""#text"":""wpad""},{""@Name"":""QueryStatus"",""#text"":""14""},{""@Name"":""QueryResults"",""#text"":""-""},{""@Name"":""Image"",""#text"":""C:\\Program Files (x86)\\Microsoft\\EdgeWebView\\Application\\142.0.3595.94\\msedgewebview2.exe""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""}]}}"
80,80,2025-12-10 04:19:09.6605092,1,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,1,S-1-5-18,Process creation,DESKTOP-0S2K0MN\abish,,"ProcessID: 7840, ProcessGUID: 1111e010-f4bd-6938-8101-000000000400",RuleName: -,"MD5=227F63E1D9008B36BDBCC4B397780BE4,SHA256=C0E25B1F9B22DE445298C1E96DDFCEAD265CA030FA6626F61A4A4786CC4A3B7D,IMPHASH=BE482BE427FE212CFEF2CDA0E61F19AC",ParentProcess: C:\Windows\System32\cmd.exe,"ParentProcessID: 4328, ParentProcessGUID: 1111e010-f009-6938-e500-000000000400","ParentCommandLine: ""C:\Windows\system32\cmd.exe"" ","reg  add HKCU\Software\TestKey /v TestValue /t REG_SZ /d ""SysmonTest"" /f",False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:19:09.654""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f4bd-6938-8101-000000000400""},{""@Name"":""ProcessId"",""#text"":""7840""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\reg.exe""},{""@Name"":""FileVersion"",""#text"":""10.0.19041.1 (WinBuild.160101.0800)""},{""@Name"":""Description"",""#text"":""Registry Console Tool""},{""@Name"":""Product"",""#text"":""Microsoft® Windows® Operating System""},{""@Name"":""Company"",""#text"":""Microsoft Corporation""},{""@Name"":""OriginalFileName"",""#text"":""reg.exe""},{""@Name"":""CommandLine"",""#text"":""reg  add HKCU\\Software\\TestKey /v TestValue /t REG_SZ /d \""SysmonTest\"" /f""},{""@Name"":""CurrentDirectory"",""#text"":""C:\\Users\\abish\\Downloads\\Sysmon\\""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""},{""@Name"":""LogonGuid"",""#text"":""1111e010-eeb6-6938-4994-070000000000""},{""@Name"":""LogonId"",""#text"":""0x79449""},{""@Name"":""TerminalSessionId"",""#text"":""1""},{""@Name"":""IntegrityLevel"",""#text"":""High""},{""@Name"":""Hashes"",""#text"":""MD5=227F63E1D9008B36BDBCC4B397780BE4,SHA256=C0E25B1F9B22DE445298C1E96DDFCEAD265CA030FA6626F61A4A4786CC4A3B7D,IMPHASH=BE482BE427FE212CFEF2CDA0E61F19AC""},{""@Name"":""ParentProcessGuid"",""#text"":""1111e010-f009-6938-e500-000000000400""},{""@Name"":""ParentProcessId"",""#text"":""4328""},{""@Name"":""ParentImage"",""#text"":""C:\\Windows\\System32\\cmd.exe""},{""@Name"":""ParentCommandLine"",""#text"":""\""C:\\Windows\\system32\\cmd.exe\"" ""},{""@Name"":""ParentUser"",""#text"":""DESKTOP-0S2K0MN\\abish""}]}}"
81,81,2025-12-10 04:20:19.6725042,3,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,6708,DESKTOP-0S2K0MN,1,S-1-5-18,Network connection,DESKTOP-0S2K0MN\abish,,"ProcessID: 6424, ProcessGUID: 1111e010-eec6-6938-7900-000000000400",RuleName: Usermode,SourceHostname: DESKTOP-0S2K0MN..,SourceIp: 10.0.2.15,DestinationHostname: -,DestinationIp: 150.171.22.11,C:\Users\abish\AppData\Local\Microsoft\OneDrive\OneDrive.exe,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""Usermode""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:20:18.161""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-eec6-6938-7900-000000000400""},{""@Name"":""ProcessId"",""#text"":""6424""},{""@Name"":""Image"",""#text"":""C:\\Users\\abish\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""},{""@Name"":""Protocol"",""#text"":""tcp""},{""@Name"":""Initiated"",""#text"":""True""},{""@Name"":""SourceIsIpv6"",""#text"":""False""},{""@Name"":""SourceIp"",""#text"":""10.0.2.15""},{""@Name"":""SourceHostname"",""#text"":""DESKTOP-0S2K0MN..""},{""@Name"":""SourcePort"",""#text"":""50116""},{""@Name"":""SourcePortName"",""#text"":""-""},{""@Name"":""DestinationIsIpv6"",""#text"":""False""},{""@Name"":""DestinationIp"",""#text"":""150.171.22.11""},{""@Name"":""DestinationHostname"",""#text"":""-""},{""@Name"":""DestinationPort"",""#text"":""443""},{""@Name"":""DestinationPortName"",""#text"":""https""}]}}"
82,82,2025-12-10 04:20:22.8851777,1,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,1,S-1-5-18,Process creation,DESKTOP-0S2K0MN\abish,,"ProcessID: 3500, ProcessGUID: 1111e010-f506-6938-8201-000000000400",RuleName: -,"MD5=F2E3950C1023ACF80765C918791999C0,SHA256=55AB032D256ADBE3FDE40CF90FE83BA5EAB591E04AD720161ED8E6EF059CA747,IMPHASH=2C6AC0BEC4117681BA25EAD3FABF0BA1",ParentProcess: C:\Windows\System32\cmd.exe,"ParentProcessID: 4328, ParentProcessGUID: 1111e010-f009-6938-e500-000000000400","ParentCommandLine: ""C:\Windows\system32\cmd.exe"" ",nslookup  google.com,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:20:22.881""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f506-6938-8201-000000000400""},{""@Name"":""ProcessId"",""#text"":""3500""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\nslookup.exe""},{""@Name"":""FileVersion"",""#text"":""10.0.19041.1 (WinBuild.160101.0800)""},{""@Name"":""Description"",""#text"":""nslookup""},{""@Name"":""Product"",""#text"":""Microsoft® Windows® Operating System""},{""@Name"":""Company"",""#text"":""Microsoft Corporation""},{""@Name"":""OriginalFileName"",""#text"":""nslookup.exe""},{""@Name"":""CommandLine"",""#text"":""nslookup  google.com""},{""@Name"":""CurrentDirectory"",""#text"":""C:\\Users\\abish\\Downloads\\Sysmon\\""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""},{""@Name"":""LogonGuid"",""#text"":""1111e010-eeb6-6938-4994-070000000000""},{""@Name"":""LogonId"",""#text"":""0x79449""},{""@Name"":""TerminalSessionId"",""#text"":""1""},{""@Name"":""IntegrityLevel"",""#text"":""High""},{""@Name"":""Hashes"",""#text"":""MD5=F2E3950C1023ACF80765C918791999C0,SHA256=55AB032D256ADBE3FDE40CF90FE83BA5EAB591E04AD720161ED8E6EF059CA747,IMPHASH=2C6AC0BEC4117681BA25EAD3FABF0BA1""},{""@Name"":""ParentProcessGuid"",""#text"":""1111e010-f009-6938-e500-000000000400""},{""@Name"":""ParentProcessId"",""#text"":""4328""},{""@Name"":""ParentImage"",""#text"":""C:\\Windows\\System32\\cmd.exe""},{""@Name"":""ParentCommandLine"",""#text"":""\""C:\\Windows\\system32\\cmd.exe\"" ""},{""@Name"":""ParentUser"",""#text"":""DESKTOP-0S2K0MN\\abish""}]}}"
83,83,2025-12-10 04:20:24.0848257,3,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,6708,DESKTOP-0S2K0MN,1,S-1-5-18,Network connection,DESKTOP-0S2K0MN\abish,,"ProcessID: 3500, ProcessGUID: 1111e010-f506-6938-8201-000000000400",RuleName: -,SourceHostname: DESKTOP-0S2K0MN..,SourceIp: 10.0.2.15,DestinationHostname: -,DestinationIp: 10.0.2.3,C:\Windows\System32\nslookup.exe,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:20:22.893""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f506-6938-8201-000000000400""},{""@Name"":""ProcessId"",""#text"":""3500""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\nslookup.exe""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""},{""@Name"":""Protocol"",""#text"":""udp""},{""@Name"":""Initiated"",""#text"":""True""},{""@Name"":""SourceIsIpv6"",""#text"":""False""},{""@Name"":""SourceIp"",""#text"":""10.0.2.15""},{""@Name"":""SourceHostname"",""#text"":""DESKTOP-0S2K0MN..""},{""@Name"":""SourcePort"",""#text"":""51146""},{""@Name"":""SourcePortName"",""#text"":""-""},{""@Name"":""DestinationIsIpv6"",""#text"":""False""},{""@Name"":""DestinationIp"",""#text"":""10.0.2.3""},{""@Name"":""DestinationHostname"",""#text"":""-""},{""@Name"":""DestinationPort"",""#text"":""53""},{""@Name"":""DestinationPortName"",""#text"":""domain""}]}}"
84,84,2025-12-10 04:20:24.0848358,3,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,6708,DESKTOP-0S2K0MN,1,S-1-5-18,Network connection,DESKTOP-0S2K0MN\abish,,"ProcessID: 3500, ProcessGUID: 1111e010-f506-6938-8201-000000000400",RuleName: -,SourceHostname: DESKTOP-0S2K0MN..,SourceIp: 10.0.2.15,DestinationHostname: -,DestinationIp: 10.0.2.3,C:\Windows\System32\nslookup.exe,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:20:22.899""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f506-6938-8201-000000000400""},{""@Name"":""ProcessId"",""#text"":""3500""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\nslookup.exe""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""},{""@Name"":""Protocol"",""#text"":""udp""},{""@Name"":""Initiated"",""#text"":""True""},{""@Name"":""SourceIsIpv6"",""#text"":""False""},{""@Name"":""SourceIp"",""#text"":""10.0.2.15""},{""@Name"":""SourceHostname"",""#text"":""DESKTOP-0S2K0MN..""},{""@Name"":""SourcePort"",""#text"":""51147""},{""@Name"":""SourcePortName"",""#text"":""-""},{""@Name"":""DestinationIsIpv6"",""#text"":""False""},{""@Name"":""DestinationIp"",""#text"":""10.0.2.3""},{""@Name"":""DestinationHostname"",""#text"":""-""},{""@Name"":""DestinationPort"",""#text"":""53""},{""@Name"":""DestinationPortName"",""#text"":""domain""}]}}"
85,85,2025-12-10 04:20:24.5863620,3,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,6708,DESKTOP-0S2K0MN,1,S-1-5-18,Network connection,DESKTOP-0S2K0MN\abish,,"ProcessID: 3500, ProcessGUID: 1111e010-f506-6938-8201-000000000400",RuleName: -,SourceHostname: DESKTOP-0S2K0MN..,SourceIp: 10.0.2.15,DestinationHostname: -,DestinationIp: 10.0.2.3,C:\Windows\System32\nslookup.exe,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:20:22.906""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f506-6938-8201-000000000400""},{""@Name"":""ProcessId"",""#text"":""3500""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\nslookup.exe""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""},{""@Name"":""Protocol"",""#text"":""udp""},{""@Name"":""Initiated"",""#text"":""True""},{""@Name"":""SourceIsIpv6"",""#text"":""False""},{""@Name"":""SourceIp"",""#text"":""10.0.2.15""},{""@Name"":""SourceHostname"",""#text"":""DESKTOP-0S2K0MN..""},{""@Name"":""SourcePort"",""#text"":""51148""},{""@Name"":""SourcePortName"",""#text"":""-""},{""@Name"":""DestinationIsIpv6"",""#text"":""False""},{""@Name"":""DestinationIp"",""#text"":""10.0.2.3""},{""@Name"":""DestinationHostname"",""#text"":""-""},{""@Name"":""DestinationPort"",""#text"":""53""},{""@Name"":""DestinationPortName"",""#text"":""domain""}]}}"
86,86,2025-12-10 04:20:32.2239506,1,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,1,S-1-5-18,Process creation,DESKTOP-0S2K0MN\abish,,"ProcessID: 944, ProcessGUID: 1111e010-f510-6938-8301-000000000400",RuleName: -,"MD5=F2E3950C1023ACF80765C918791999C0,SHA256=55AB032D256ADBE3FDE40CF90FE83BA5EAB591E04AD720161ED8E6EF059CA747,IMPHASH=2C6AC0BEC4117681BA25EAD3FABF0BA1",ParentProcess: C:\Windows\System32\cmd.exe,"ParentProcessID: 4328, ParentProcessGUID: 1111e010-f009-6938-e500-000000000400","ParentCommandLine: ""C:\Windows\system32\cmd.exe"" ",nslookup  google.com,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:20:32.222""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f510-6938-8301-000000000400""},{""@Name"":""ProcessId"",""#text"":""944""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\nslookup.exe""},{""@Name"":""FileVersion"",""#text"":""10.0.19041.1 (WinBuild.160101.0800)""},{""@Name"":""Description"",""#text"":""nslookup""},{""@Name"":""Product"",""#text"":""Microsoft® Windows® Operating System""},{""@Name"":""Company"",""#text"":""Microsoft Corporation""},{""@Name"":""OriginalFileName"",""#text"":""nslookup.exe""},{""@Name"":""CommandLine"",""#text"":""nslookup  google.com""},{""@Name"":""CurrentDirectory"",""#text"":""C:\\Users\\abish\\Downloads\\Sysmon\\""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""},{""@Name"":""LogonGuid"",""#text"":""1111e010-eeb6-6938-4994-070000000000""},{""@Name"":""LogonId"",""#text"":""0x79449""},{""@Name"":""TerminalSessionId"",""#text"":""1""},{""@Name"":""IntegrityLevel"",""#text"":""High""},{""@Name"":""Hashes"",""#text"":""MD5=F2E3950C1023ACF80765C918791999C0,SHA256=55AB032D256ADBE3FDE40CF90FE83BA5EAB591E04AD720161ED8E6EF059CA747,IMPHASH=2C6AC0BEC4117681BA25EAD3FABF0BA1""},{""@Name"":""ParentProcessGuid"",""#text"":""1111e010-f009-6938-e500-000000000400""},{""@Name"":""ParentProcessId"",""#text"":""4328""},{""@Name"":""ParentImage"",""#text"":""C:\\Windows\\System32\\cmd.exe""},{""@Name"":""ParentCommandLine"",""#text"":""\""C:\\Windows\\system32\\cmd.exe\"" ""},{""@Name"":""ParentUser"",""#text"":""DESKTOP-0S2K0MN\\abish""}]}}"
